Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /login,249,103,280.0,318.444754594405,4.930639000122028,929.7946180004146,555.1285140562248,3.546716618787191,1.4671157097794403,280,350,390,470,780,810,840,920,930,930,930
GET,GET /superadmin/alerts,165,0,28,111.78281680002493,19.584929999837186,4158.679227999528,405606.9393939394,2.3502339040156084,0.0,28,34,36,38,50,230,2100,2400,4200,4200,4200
GET,GET /superadmin/audit,152,0,12,63.67896854600842,7.757438000226102,1356.9757149998622,80131.42763157895,2.1650639600628634,0.0,12,14,17,19,26,290,1200,1300,1400,1400,1400
GET,GET /superadmin/content,140,0,7,126.72034010714535,4.523022999819659,2883.1307729997206,9456.142857142857,1.9941378579526374,0.0,7,10,11,13,19,1500,2600,2800,2900,2900,2900
GET,GET /superadmin/dashboard,1103,61,15,194.36665005168396,1.4289339997048955,3139.5132759998887,20441.614687216683,15.710957552298279,0.8688743523936492,15,20,25,30,690,1600,2100,2900,3100,3100,3100
GET,GET /superadmin/dashboard/export?format=csv,286,0,18,108.52743323776384,12.973451000107161,3134.4189830006144,3499.7027972027972,4.073738766960388,0.0,18,20,23,26,41,590,1700,2900,3100,3100,3100
GET,GET /superadmin/organizations,151,0,5,80.15339223843301,3.146386000480561,2008.1841459996213,5689.3708609271525,2.1508201182203446,0.0,5,7,8,9,17,510,1300,1400,2000,2000,2000
GET,GET /superadmin/patients,169,0,6,71.52719848523465,3.955121000217332,2072.263545000169,12438.828402366864,2.4072092713856836,0.0,6,9,10,13,17,260,1400,1900,2100,2100,2100
GET,GET /superadmin/settings/system,157,0,5,36.218662923555755,2.895077999710338,1734.718982999766,6418.605095541401,2.2362831692754574,0.0,5,6,7,8,12,20,130,1500,1700,1700,1700
GET,GET /superadmin/users,334,34,24,383.81653305693555,3.278400000453985,2217.4955360005697,164943.0598802395,4.757443175401292,0.4842906226456405,24,62,570,630,1500,2000,2100,2100,2200,2200,2200
POST,POST /login,146,7,1200.0,1058.5463590616682,144.63760099988576,1748.8085719996889,0.5273972602739726,2.0796009090077505,0.09970689289763186,1200,1300,1400,1400,1500,1500,1500,1600,1700,1700,1700
POST,POST /superadmin/users/:id/status,248,0,12,63.70531974190755,8.348925999598578,1992.3665090000213,0.0,3.532472776944672,0.0,12,13,15,16,22,240,1200,1800,2000,2000,2000
,Aggregated,3300,205,16,211.81855121940313,1.4289339997048955,4158.679227999528,49447.04909090909,47.00467808031217,2.9199875777163617,16,24,36,150,830,1400,2000,2100,3100,4200,4200
